Annotation Cluster 1	EnrichmentScore:1.7816029460126883
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	7	12.280701754385964	0.00010219666413691106	ENSG00000023445, ENSG00000162924, ENSG00000116717, ENSG00000124813, ENSG00000119508, ENSG00000056558, ENSG00000124762	34	193	8205	8.752666869856752	0.009864605414936833	0.009913076421280373	0.9708683093006549
KEGG_PATHWAY	hsa04210:Apoptosis	5	8.771929824561402	0.0020351476613118475	ENSG00000023445, ENSG00000141682, ENSG00000116717, ENSG00000056558, ENSG00000153094	34	136	8205	8.872188581314878	0.17931052977906425	0.0987046615736246	9.666951391231276
KEGG_PATHWAY	hsa05200:Pathways in cancer	8	14.035087719298245	0.004460821613924179	ENSG00000110944, ENSG00000023445, ENSG00000141682, ENSG00000116717, ENSG00000198223, ENSG00000056558, ENSG00000153094, ENSG00000124762	34	531	8205	3.635759388501163	0.35187239087369326	0.11321921794863063	11.088480108371042
KEGG_PATHWAY	hsa05210:Colorectal cancer	4	7.017543859649122	0.004834415173325181	ENSG00000141682, ENSG00000116717, ENSG00000153094, ENSG00000124762	34	86	8205	11.224350205198359	0.3750448923171592	0.11321921794863063	11.088480108371042
KEGG_PATHWAY	hsa05222:Small cell lung cancer	4	7.017543859649122	0.0058360421623005485	ENSG00000023445, ENSG00000116717, ENSG00000056558, ENSG00000124762	34	92	8205	10.492327365728901	0.4332032047498494	0.11321921794863063	11.088480108371042
KEGG_PATHWAY	hsa04215:Apoptosis - multiple species	3	5.263157894736842	0.007215781376770972	ENSG00000023445, ENSG00000141682, ENSG00000153094	34	32	8205	22.624080882352946	0.5046388969930709	0.11665513225779739	11.424987179887374
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	6	10.526315789473683	0.022792824473852762	ENSG00000023445, ENSG00000141682, ENSG00000134602, ENSG00000116717, ENSG00000056558, ENSG00000153094	53	605	19357	3.6220801496959303	0.9999953986739789	1.0	100.0
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	4	7.017543859649122	0.027218451668887037	ENSG00000023445, ENSG00000134602, ENSG00000056558, ENSG00000153094	53	242	19357	6.036800249493217	0.9999995905811171	1.0	100.0
KEGG_PATHWAY	hsa04115:p53 signaling pathway	3	5.263157894736842	0.034516808731761245	ENSG00000141682, ENSG00000116717, ENSG00000124762	34	73	8205	9.917405318291701	0.9668687688474813	0.4185163058726051	40.98871036896648
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	4	7.017543859649122	0.03493949788837043	ENSG00000197381, ENSG00000023445, ENSG00000116717, ENSG00000124762	53	267	19357	5.471556780439545	0.9999999941444125	1.0	100.0
UP_KW_BIOLOGICAL_PROCESS	KW-0053~Apoptosis	5	8.771929824561402	0.04956212419634609	ENSG00000023445, ENSG00000141682, ENSG00000134602, ENSG00000056558, ENSG00000153094	30	545	11248	3.4397553516819572	0.8034108611653541	1.0	100.0
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	3	5.263157894736842	0.06515913114678029	ENSG00000023445, ENSG00000116717, ENSG00000056558	34	104	8205	6.961255656108598	0.9985493722976321	0.6137867718086873	60.11313744518072
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	3	5.263157894736842	0.09695234680300713	ENSG00000116717, ENSG00000153094, ENSG00000124762	34	131	8205	5.526493039964078	0.9999494251237706	0.783698136657641	76.75394121904732
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	3	5.263157894736842	0.19465566708692666	ENSG00000116717, ENSG00000153094, ENSG00000124762	34	202	8205	3.584012813046011	0.9999999992410452	1.0	98.95833333333334
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	3	5.263157894736842	0.21918112125208986	ENSG00000141682, ENSG00000116717, ENSG00000153094	53	327	19357	3.350701055911373	1.0	1.0	100.0
Annotation Cluster 2	EnrichmentScore:1.2496889689584183
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007015~actin filament organization	4	7.017543859649122	0.0060717615492416705	ENSG00000175130, ENSG00000136286, ENSG00000139725, ENSG00000075618	53	138	19357	10.586272901285206	0.9610748116726485	1.0	100.0
GOTERM_MF_DIRECT	GO:0051015~actin filament binding	3	5.263157894736842	0.12528796785181792	ENSG00000175130, ENSG00000136286, ENSG00000075618	53	223	18913	4.800659954310856	0.9999999962808853	1.0	100.0
UP_KW_MOLECULAR_FUNCTION	KW-0009~Actin-binding	3	5.263157894736842	0.23426586958687742	ENSG00000175130, ENSG00000136286, ENSG00000075618	39	284	11735	3.1784940411700977	0.9997450716389789	1.0	100.0
Annotation Cluster 3	EnrichmentScore:1.1268940986330362
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	7	12.280701754385964	0.00010219666413691106	ENSG00000023445, ENSG00000162924, ENSG00000116717, ENSG00000124813, ENSG00000119508, ENSG00000056558, ENSG00000124762	34	193	8205	8.752666869856752	0.009864605414936833	0.009913076421280373	0.9708683093006549
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	13	22.807017543859647	0.36518165436246086	ENSG00000197381, ENSG00000023445, ENSG00000074416, ENSG00000162924, ENSG00000116717, ENSG00000091490, ENSG00000138166, ENSG00000137265, ENSG00000136286, ENSG00000124813, ENSG00000159231, ENSG00000119508, ENSG00000124762	56	3962	20587	1.2062405350832912	1.0	1.0	100.0
