Annotation Cluster 1	EnrichmentScore:4.473113929056072
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005615~extracellular space	17	34.0	4.567016175163933e-06	ENSG00000112715, ENSG00000105835, ENSG00000115008, ENSG00000167680, ENSG00000197249, ENSG00000137801, ENSG00000170542, ENSG00000157227, ENSG00000038427, ENSG00000148926, ENSG00000163221, ENSG00000125538, ENSG00000126759, ENSG00000123610, ENSG00000169429, ENSG00000124882, ENSG00000106366	49	1946	20587	3.67031272940831	0.0005935372455567745	0.0005937121027713112	0.05754440380706555
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	18	36.0	1.278261790867206e-05	ENSG00000112715, ENSG00000104951, ENSG00000105835, ENSG00000115008, ENSG00000197249, ENSG00000137801, ENSG00000134028, ENSG00000150938, ENSG00000038427, ENSG00000148926, ENSG00000163221, ENSG00000125538, ENSG00000126759, ENSG00000168685, ENSG00000123610, ENSG00000169429, ENSG00000124882, ENSG00000106366	47	2133	17662	3.1712002872789298	0.00024284180168954173	0.00024286974026476913	0.024286974026476914
GOTERM_CC_DIRECT	GO:0005576~extracellular region	17	34.0	1.361687093744804e-05	ENSG00000112715, ENSG00000104951, ENSG00000115008, ENSG00000197249, ENSG00000137801, ENSG00000134028, ENSG00000150938, ENSG00000038427, ENSG00000148926, ENSG00000163221, ENSG00000125538, ENSG00000126759, ENSG00000168685, ENSG00000123610, ENSG00000169429, ENSG00000124882, ENSG00000106366	49	2119	20587	3.370660014831794	0.0017686393849901672	0.0008850966109341227	0.08578628690592266
UP_KW_DOMAIN	KW-0732~Signal	22	44.0	0.001611441727949214	ENSG00000112715, ENSG00000073756, ENSG00000104951, ENSG00000105855, ENSG00000138821, ENSG00000167680, ENSG00000197249, ENSG00000137801, ENSG00000134028, ENSG00000185291, ENSG00000157227, ENSG00000150938, ENSG00000162493, ENSG00000038427, ENSG00000148926, ENSG00000085117, ENSG00000126759, ENSG00000168685, ENSG00000123610, ENSG00000169429, ENSG00000124882, ENSG00000106366	40	4357	14500	1.8303878815698875	0.017583726285783197	0.017725859007441353	1.7725859007441354
Annotation Cluster 2	EnrichmentScore:2.598584182853032
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	7	14.000000000000002	5.44868272027928e-06	ENSG00000118503, ENSG00000125538, ENSG00000115008, ENSG00000184588, ENSG00000050730, ENSG00000169429, ENSG00000106366	48	185	19357	15.258896396396398	0.004561024050146245	0.0011428612005785791	0.11197042990173921
UP_KW_BIOLOGICAL_PROCESS	KW-0395~Inflammatory response	7	14.000000000000002	1.833848883335936e-05	ENSG00000163221, ENSG00000118503, ENSG00000125538, ENSG00000115008, ENSG00000137801, ENSG00000050730, ENSG00000169429	35	188	11248	11.965957446808511	0.0007149519224265433	0.000715201064501015	0.0715201064501015
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	5	10.0	0.05861443259217274	ENSG00000137331, ENSG00000118503, ENSG00000125538, ENSG00000115008, ENSG00000170542	48	605	19357	3.332816804407714	1.0	0.6304808839081145	61.77059434713589
KEGG_PATHWAY	hsa05162:Measles	3	6.0	0.1181233041242417	ENSG00000118503, ENSG00000125538, ENSG00000115008	36	139	8205	4.919064748201439	0.999999970739244	0.5821791417551913	54.84296262911222
KEGG_PATHWAY	hsa04217:Necroptosis	3	6.0	0.1469209978963379	ENSG00000118503, ENSG00000125538, ENSG00000115008	36	159	8205	4.300314465408805	0.9999999997004172	0.6636048374890711	62.513499183753076
Annotation Cluster 3	EnrichmentScore:2.5887882545445042
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	7	14.000000000000002	5.44868272027928e-06	ENSG00000118503, ENSG00000125538, ENSG00000115008, ENSG00000184588, ENSG00000050730, ENSG00000169429, ENSG00000106366	48	185	19357	15.258896396396398	0.004561024050146245	0.0011428612005785791	0.11197042990173921
KEGG_PATHWAY	hsa04933:AGE-RAGE signaling pathway in diabetic complications	5	10.0	0.0008138423021926926	ENSG00000112715, ENSG00000125538, ENSG00000115008, ENSG00000169429, ENSG00000106366	36	100	8205	11.395833333333334	0.10627393336686974	0.08577946278314888	8.080674030296633
KEGG_PATHWAY	hsa05142:Chagas disease	3	6.0	0.06985155488336064	ENSG00000125538, ENSG00000169429, ENSG00000106366	36	102	8205	6.703431372549019	0.999954268811408	0.4176220473075889	39.34120735506272
KEGG_PATHWAY	hsa04218:Cellular senescence	3	6.0	0.1425079604200239	ENSG00000115008, ENSG00000169429, ENSG00000106366	36	156	8205	4.38301282051282	0.9999999993894048	0.6636048374890711	62.513499183753076
Annotation Cluster 4	EnrichmentScore:2.4130945254106146
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	6	12.0	4.200170423821725e-05	ENSG00000148926, ENSG00000112715, ENSG00000100644, ENSG00000115008, ENSG00000137801, ENSG00000157227	48	160	19357	15.122656249999999	0.034626465285515495	0.004404928731983034	0.4315675110476822
GOTERM_BP_DIRECT	GO:0043536~positive regulation of blood vessel endothelial cell migration	3	6.0	0.006310458752849348	ENSG00000112715, ENSG00000100644, ENSG00000137801	48	49	19357	24.690051020408166	0.9950642507273757	0.2202637191269669	21.58006878693287
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	3	6.0	0.21746460428324646	ENSG00000112715, ENSG00000100644, ENSG00000137801	36	205	8205	3.335365853658536	0.999999999999998	0.7404549371588224	69.75300132655573
Annotation Cluster 5	EnrichmentScore:2.3694628144204244
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_MOLECULAR_FUNCTION	KW-0497~Mitogen	4	8.0	0.00016625004472105306	ENSG00000112715, ENSG00000125538, ENSG00000115008, ENSG00000124882	32	41	11735	35.77743902439024	0.005637023459185819	0.005652501520515804	0.5486251475794751
GOTERM_BP_DIRECT	GO:0051781~positive regulation of cell division	4	8.0	0.0002285437966964677	ENSG00000112715, ENSG00000125538, ENSG00000115008, ENSG00000124882	48	49	19357	32.92006802721089	0.17450342134488617	0.015979020452361367	1.5655250073708036
GOTERM_BP_DIRECT	GO:0001819~positive regulation of cytokine production	4	8.0	0.0005514711187706878	ENSG00000125538, ENSG00000115008, ENSG00000166523, ENSG00000124882	48	66	19357	24.440656565656564	0.370488963874287	0.03223670534466313	3.158351822802514
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	5	10.0	0.0005528575407052733	ENSG00000125538, ENSG00000168685, ENSG00000115008, ENSG00000124882, ENSG00000185291	48	156	19357	12.925347222222223	0.3712211945102657	0.03223670534466313	3.158351822802514
KEGG_PATHWAY	hsa04933:AGE-RAGE signaling pathway in diabetic complications	5	10.0	0.0008138423021926926	ENSG00000112715, ENSG00000125538, ENSG00000115008, ENSG00000169429, ENSG00000106366	36	100	8205	11.395833333333334	0.10627393336686974	0.08577946278314888	8.080674030296633
GOTERM_BP_DIRECT	GO:0045840~positive regulation of mitotic nuclear division	3	6.0	0.0024036333829476806	ENSG00000125538, ENSG00000115008, ENSG00000124882	48	30	19357	40.327083333333334	0.8672218967530099	0.1008324204146552	9.878933203914968
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	4	8.0	0.007098027826459157	ENSG00000112715, ENSG00000125538, ENSG00000115008, ENSG00000169429	36	93	8205	9.802867383512543	0.6258209063835858	0.1664293475354249	15.678126941742926
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	4	8.0	0.012744266335223351	ENSG00000112715, ENSG00000125538, ENSG00000105835, ENSG00000115008	49	192	18913	8.041241496598639	0.8884492083565808	0.24214106036924368	23.647694199803333
GOTERM_BP_DIRECT	GO:0032755~positive regulation of interleukin-6 production	3	6.0	0.02594822732990135	ENSG00000125538, ENSG00000115008, ENSG00000124882	48	103	19357	11.745752427184465	0.9999999997367718	0.3954314667774413	38.741914861866114
